Title,Length,Date,Time,Source,Content,Author
MEINUNG; Schluss mit dieser Arroganz!,127 words,3 April 2023,BILD,ZBILD,"['HANS-JÖRG VEHLEWALD', 'Die ARD leidet neuerdings offenbar unter einer Art Mutter-Komplex!', 'Statt des völlig unverdächtigen Wortes ""Mutter"" verwendet sie lieber ""gebärende"" oder ""entbindende Person"" - angeblich um ""niemanden zu diskriminieren"" ...', 'Der ""Mutter""-Bann ist nur ein Beispiel für die Arroganz, mit der uns die 8-Milliarden-Anstalten tagtäglich belehren wollen.', 'Nachrichten mit Gender-""Hicks"" (Bürger*innen). Politisch korrekte Wort-Ungetüme wie ""Studierendenwerk"" oder ""Arbeitgebende"", die außerhalb der Blase der Öffentlich-Rechtlichen kaum einer will.', 'Schluss damit! Für unsere monatlich 18,36 Euro TV-Gebühren dürfen wir Nachrichten ohne hochnäsige Besserwisserei verlangen.', 'Liebe ARD-Kolleginnen und Kollegen: Sprecht, schreibt, funkt doch einfach wieder in der Sprache derer, die Euch bezahlen und verstehen wollen.', 'In Deutschland heißt das: MUTTER-sprache.']",Hans-Jörg Vehlewald
MEINUNG; Nur Nagelsmann hat sich unprofessionell verhalten,200 words,3 April 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'Man muss die Bayern-Führung kritisieren, weil sie bei Julian Nagelsmann (35) falsch gelegen hat.', 'Er war dem Job des Bayern-Trainers noch nicht gewachsen, die Trennung somit das Eingeständnis einer Fehleinschätzung.', 'Aber was sich die Bosse gerade im Zusammenhang mit dem WIE des Rauswurfs anhören müssen, ist absurd.', 'Oliver Kahn und Hasan Salihamidzic haben nur ihren Job als Vorstände gemacht. Sie haben die sportliche Situation analysiert, sie haben Tuchel kontaktiert - und als mit ihm alles klar war, wollten sie mit Nagelsmann reden. So wird das bei jeder Firma gehandhabt.', 'Die Bayern-Bosse trifft keine Schuld, dass irgendjemand geplappert hat.', 'Sie ärgern sich doch selbst am meisten, dass es nicht wie geplant geklappt hat, Nagelsmann in einem persönlichen Gespräch zuerst zu informieren. Ja, das ist dumm gelaufen, aber weder stillos noch unprofessionell.', 'Zur Erinnerung: Der Einzige, der sich nach dem desaströsen 1:2 in Leverkusen und dem Verlust der Tabellenführung unprofessionell verhalten hat, war Nagelsmann!', 'Da muss man als Coach erst mal draufkommen, in so einer kritischen Situation in den Skiurlaub aufzubrechen statt an der Säbener Straße zu arbeiten und das Training u.a. mit Weltmeister Müller zu leiten.']",Matthias Brügelmann
MEINUNG; Bonus? Wie wäre es mit Gehaltsabzug?,168 words,31 March 2023,BILD,ZBILD,"['TIMO LOKOSCHAT', 'Da hat wohl einer den Anschlusszug in die Realität verpasst: Während Altenpfleger, Busfahrer, Entsorger und Erzieher derzeit um jeden Euro kämpfen, streicht der Bahnchef 1,2 Millionen Euro Bonus ein, lässt sich bezahlen, als hätte er das Rad neu erfunden.', 'Wofür überhaupt einen Bonus? Wäre nicht eher ein Gehaltsabzug angemessen? Selbst die glühendsten Verteidiger der Bahn haben inzwischen entnervt aufgegeben und schimpfen über den kaputten Staatskonzern.', 'Mitsamt Bonus erhält Richard Lutz 2,24 Millionen Euro - eine Summe, für die die meisten Deutschen 50 bis 60 Jahre arbeiten müssten. Der Bahnchef bekommt es für ein einziges Jahr - ein Jahr voller Verspätungen, Ausfälle, defekter Toiletten und geschlossener Bordrestaurants.', 'Ein Schlag ins Gesicht auch für die Beschäftigten der Bahn, die das Unternehmen mit viel Einsatz halbwegs am Laufen halten.Während ihr Gehalt um fünf Prozent angehoben werden soll, haben sich die Bezüge des Bahnchefs verdoppelt.', 'Und den Bonus? Den hätten die Fahrgäste verdient! Für ihre Geduld und für ihr Durchhaltevermögen.']",Timo Lokoschat
MEINUNG; Schluss mit der Prasserei!,134 words,30 March 2023,BILD,ZBILD,"['LUISA VOLKHAUSEN', '""Schuldenberg"" ist ein Wort, das den meisten Menschen schlaflose Nächte und Existenzängste beschert. Immer mit dem Gedanken im Hinterkopf: Was, wenn der Dispo mal nicht reicht? Was, wenn die SCHUFA eines Tages Nein sagt zu meinem neuen Handy-Vertrag?', 'Den meisten Ampel-Politikern scheinen solche Sorgen fremd! 2,37 Billionen Euro Schulden - das ist kein Plan mehr zum Abzahlen! Das ist eine Last für die nächsten Generationen.', 'Statt wenigstens jetzt den Gürtel enger zu schnallen, geht es munter weiter: Mindestens 777 Millionen, vielleicht sogar 900 Millionen Euro, soll alleine der Kanzleramts-Neubau kosten. Als ob man das Geld einfach nur drucken müsste! Schluss mit der Prasserei! Was für den einfachen Bürger gilt, muss auch für die Ampel gelten: Haushaltsbuch führen, unnötige Kosten streichen - und SPAREN!']",LUISA VOLKHAUSEN
MEINUNG; ...sonst droht eine Trainer-Diskussion!,306 words,30 March 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'Obwohl Hansi Flick (58) als erster Bundestrainer der Geschichte bei seiner WM-Premiere in der Vorrunde rausgeflogen ist, geht er die Vorbereitung auf die Heim-EM überraschend entspannt an.', 'Offenbar hat Flick den Ernst der Lage noch nicht erkannt!', 'Zur Erinnerung: Vor der Katastrophen-WM hatte er das einzige Testspiel gegen Oman für Experimente genutzt, statt seine Turnier-Elf einzuspielen. Ein krasser Fehler - den Flick nun wiederholt hat.', 'Beim Länderspiel-Doppelpack gegen Peru und Belgien wurden u.a. Rüdiger, Süle und Müller nicht nominiert. Ergebnis gegen Belgien: die laut Matthäus schlechtesten 35 Minuten, die er je von einer deutschen Nationalelf gesehen habe. Der Bundestrainer hingegen kam wie ein Schönredner rüber.', 'Insbesondere in der Defensivarbeit ist für jeden zu sehen, dass es an Abstimmung und Automatismen fehlt. Fünf Gegentore bei der WM gegen Costa Rica, Japan und Spanien, drei Gegentore gegen Belgien - so wird das nichts! Die angebliche politische Überfrachtung in Katar kann diesmal nicht als Ausrede herangezogen werden. Wir reden hier über ein Qualitäts-Problem!', 'Kapitän Kimmich schien sowas befürchtet zu haben. Gut, dass er die Kader-Zusammenstellung öffentlich kritisiert hatte. Es muss endlich Schluss sein mit diesen Experimenten! Es muss endlich erkennbar sein, mit welcher Achse, mit welchem Kern Flick bei der EM 2024 ein erfolgreiches Turnier spielen will.', 'Es ist kein Geheimnis, dass man beim DFB nach dem WM-Aus auch diskutiert hat, ob Flick weiterhin der richtige Mann für den Job ist. Im Gegensatz zum FC Bayern hielt man Tuchel aber nicht für die bessere Alternative.', 'Wenn Flick sich eine erneute Trainer-Diskussion ersparen will, sollte er bei den nächsten Länderspielen im Juni liefern und die Besten aufstellen, die wir haben - denn darum geht es bei der Nationalmannschaft. Die Fans wollen sich endlich auf ihre Heim-EM freuen und keine Angst davor haben…']",Matthias Brügelmann
Leserbriefe,134 words,29 March 2023,BILD,ZBILD,"['Zum Kommentar: Dieser Streik war ein Flop!', 'Die Forderung mag hoch sein, aber wir sollten es uns wert sein.', 'Jochen Kahlat, Fellbach (Baden-Württemberg)', 'Die Gehaltsforderungen sind völlig berechtigt: Öl, Benzin, Strom, Lebensmittel - alles ist teurer geworden. Wie sollen wir das bitte alles sonst bezahlen?', 'Wolfgang Dehner, Notzingen (Baden-Württemberg)', 'Zu: Der Mir-doch-egal-Streik', 'Wenn die Gewerkschaft und die Regierung so weitermachen, geht Deutschland kaputt. Die Leute sollten einmal nachdenken, wie gut es uns geht.', 'Gerhard Ritter, Dreisbach (Rheinland-Pfalz)', 'Zu: In diesen Jobs gibt es die meisten Aufstocker', 'Es ist traurig, wie sich das arbeitende Volk abquälen muss, um zu überleben.', 'Lothar Kipper, Freiensteinau (Hessen)', 'Fax 030/25 91 76 336 E-Mail Leserbriefe@bild.de Einsendung bitte mit Namen, vollständiger Adresse und Handynummer.', 'Hinweise zum Datenschutz siehe Impressum']",
MEINUNG; TV-Gebühren runter - wie in Österreich!,147 words,25 March 2023,BILD,ZBILD,"['ALBERT LINK', 'Nach der Schweiz hat jetzt auch Österreich beschlossen, den Rundfunkbeitrag zu senken.', 'Statt 22,50 Euro sollen pro Haushalt im nächsten Jahr nur noch rund 15 Euro fällig werden.', 'Unsere Nachbarn im Süden zeigen: Wo echter Spar-Wille ist, ist auch ein Weg! Das betrifft selbst TV-Altverträge mit teils grotesken Privilegien: Die will Wiens Regierung ""möglichst per Gesetz kappen"".', 'Von so viel Einsicht kann Deutschland bisher leider nur träumen: Neue Forderungen zur Erhöhung der Zwangsgebühren kamen zuletzt vom Deutschen Journalisten-Verband. Ganz im Sinn von ARD-Chef Kai Gniffke, der über Inflation, sinkende Werbeerlöse und steigende Gehälter klagt.', 'Millionen Beitragszahler können das Gejammer nicht mehr hören. Spart endlich konsequent, fangt notfalls bei Euch selbst an!', 'Auch bei uns muss die Gebühr runter. Nur dann hat das öffentlich-rechtliche System auch bei uns Akzeptanz und Zukunft!']",Albert Link
MEINUNG; Bitte nicht so wie in Frankreich!,125 words,24 March 2023,BILD,ZBILD,"['ROMAN EICHINGER', 'Die Gewerkschaften machen Ernst.', 'Am Montag geht in Deutschland nichts mehr.', 'Flughäfen, Busse, Züge, Schiffe, Autobahn-Verkehr. Fast alles steht still.', 'Natürlich ist es das gute Recht der Beschäftigten zu streiken. Bei 8 Prozent Inflation brauchen die Leute mehr Geld im Portemonnaie.', 'Aber: Muss dafür wirklich das ganze Land lahmgelegt werden? Millionen werden nicht zur Arbeit können, Kinder nicht in die Schule, Kranke nicht zum Arzt.', 'Klar ist daher: Kurzfristig braucht es flexible Lösungen.', 'Am Montag sollten ALLE Arbeitgeber Verständnis haben, wenn ihre Mitarbeiter im Homeoffice bleiben, später kommen oder wegen der Betreuung ihrer Kinder mehr Pausen brauchen.', 'Langfristig braucht es Maß und Mitte - von beiden Seiten. Und bitte keine Eskalation wie in Frankreich!']",ROMAN EICHINGER
"MEINUNG; Sorry, dass wir stören, Herr Minister",221 words,23 March 2023,BILD,ZBILD,"['MARION HORN', 'Wirtschaftsminister Robert Habeck hat sich in den ""tagesthemen"" bei Caren Miosga darüber beschwert, dass BILD die Pläne für ein schrittweises Verbot von Öl und Gasheizungen kannte und seine Leserinnen und Leser darüber informiert hat.', 'Sorry, Herr Minister, das ist unser Beruf! Wir sorgen dafür, dass die Bürgerinnen und Bürger erfahren, was die Regierung mit ihnen, ihrem Geld und ihrem Eigentum vorhat.', 'Jetzt quengeln Sie im TV, unterstellen Ihren Koalitionspartnern öffentlich, dass sie etwas ""zur BILD-Zeitung durchgestochen"" hätten.', 'Verstehen Sie uns nicht falsch: Uns ist klar, dass Sie unter Druck sind. Die Aufgaben, die vor Ihnen und damit vor uns allen liegen, sind überlebensgroß. Es gibt niemanden von Verstand, der nicht begriffen hat: Klima hat Vorfahrt.', 'Aber beleidigt Nebelkerzen zu zünden, weil Journalisten ihre Arbeit machen, das ist kein guter Stil.', 'Angeblich, diesen Eindruck erwecken Sie bei den Kollegen im TV, waren Ihre Pläne noch gar nicht spruchreif, sozusagen eine Vor-Vor-Version.', 'Dann sollten Sie heute klarstellen: Was genau ist denn anders in dem Entwurf, den Sie kürzlich an Ihre Ministerkollegen verschickt haben - abgesehen davon, dass er drei Seiten länger ist?', 'Nein, Herr Minister. Nicht wir sind schuld daran, dass es massive Kritik an Ihren Vorhaben gibt. Denn das Gesetz stammt nicht von BILD. Es stammt aus Ihrem Haus.']",MARION HORN
"PLATZ 1 VERLOREN, JETZT GEGEN DORTMUND; Diese harten Fragen muss Nagelsmann beantworten!",804 words,21 March 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'KOMMENTAR', 'Julian Nagelsmann (35) hat es in der WELT AM SONNTAG auf den Punkt gebracht: ""Entweder ist in der Bewertung von außen alles supergut oder superschlecht.""', 'Willkommen beim FC Bayern, Herr Nagelsmann!', 'Die extremen Bewertungen sind Folge der extremen Leistungsschwankungen.', 'Supergut, wie die Nagelsmann-Bayern durch Europa marschieren mit acht Siegen, zwei Gegentoren und einer gigantischen 2. Halbzeit gegen Paris.', 'Superschlecht, dass die Nagelsmann-Bayern in diesem Jahr neun Punkte Vorsprung auf Dortmund verspielt haben.', 'Supersauer war Sport-Vorstand Hasan Salihamidzic in Leverkusen: ""Das ist nicht das, was Bayern bedeutet. So wenig Antrieb, Mentalität, Zweikampfführung, Durchsetzungsvermögen - das habe ich so selten erlebt."" Nicht das erste Mal, dass man in dieser Saison solche Töne hört.', 'Nagelsmann hatte die Schwankungen nach dem Paris-Trip so erklärt: ""Das liegt immer sehr daran, wie wir auftreten. Wenn wir die maximale Gier und Emotionalität paaren mit der Qualität, die wir haben, dann können wir alles erreichen.""', 'Wenn das Paaren gelingt, supergut, wenn nicht, superschlecht…', 'Ausgerechnet vor dem Knaller gegen Dortmund also eine Mentalitätsdiskussion - aber diesmal in der selbst ernannten Mia-san-mia-Hauptstadt.', 'Trägheit warfen Salihamidzic und Nagelsmann den Stars wörtlich vor.', 'Rumms, das sitzt und geht schon Richtung Charakterfrage!', 'Aber der Trainer muss damit leben, dass er verantwortlich gemacht wird für supergute und superschlechte Ergebnisse. Denn er entscheidet, wer aus seinem Super-Kader spielt. Er stellt die Stars ein.', 'Die harten Fragen, die sich Nagelsmann stellen sollte:', '1. Findet er die falschen Worte vor manchen Spielen?', '2. Hören nicht alle aufmerksam zu?', '3. Oder ist trotz der unbestrittenen fußballerischen Qualität der eine oder andere Superstar durch das historische Sextupel 2020 und die ewigen Dauer-Meisterschaften zu satt geworden, um immer 100 Prozent abzurufen?', '4. Und sportlich: Wie sieht ein erfolgreicher Plan B aus, falls Mittelstürmer Choupo-Moting (wird am Donnerstag 34) wie in Leverkusen ausfällt?', 'Nagelsmanns Job ist es, schnell die richtigen Antworten zu finden. Ohne Gier und Emotionalität seiner Elf auf dem Platz droht im April gegen Dortmund (Bundesliga), Freiburg (DFB-Pokal) und Manchester City (Champions League) mehr als ein Titel-K.o. Und das würde für superschlechte Stimmung sorgen…', 'AUCH ALS PODCAST', 'Bayern-Trainer Julian Nagelsmann gestikuliert bei der 1:2-Pleite in Leverkusen am Spielfeldrand. Ihm ist die Unzufriedenheit über das Spiel seiner Mannschaft anzusehen. Mit neun Punkten Vorsprung auf den BVB startete Bayern in das Jahr, jetzt sind sie einen Punkt schlechter', '…und dann am Abend bei der Ankunft am DFB-Quartier in Frankfurt', 'Jamal Musiala am Sonntag erst beim 1:2 in Leverkusen…', 'Weg da! João Cancelo (l.) wird vom Leverkusener Piero Hincapie weggeschoben', 'Fotos: Maik Hölter/TEAM2 (2), Joachim Bywaletz/DeFodi, Dennis Brosda', 'Faserriss! Musiala fehlt wohl gegen den BVB', 'Sonntagabend hin, Montagfrüh wieder weg!', 'Schock für den DFB und vor allem die Bayern! Jamal Musiala (20) musste von der Nationalelf abreisen.', 'Grund: ein Muskelfaserriss im Oberschenkel. Zuvor war in Frankfurt ein Scan gemacht worden. Musiala verpasst die beiden Länderspiele gegen Peru und Belgien.', 'Und die Kracher-Duelle bei den Bayern?', 'Nach BILD-Info wird intern mit einer Ausfallzeit von zwei Wochen gerechnet.', 'Heißt: Für das Spitzenspiel gegen Dortmund am 1. April besteht kaum Hoffnung. Musiala wird in München gepflegt, die Entwicklung täglich beobachtet. Im Viertelfinal-Hinspiel in der Champions League bei Manchester City am 11. April will er auf jeden Fall dabei sein.', 'Flick: ""Wir hoffen, dass er schnell wieder fit ist.""', '""Cancelo? Da blicke ich nicht mehr durch""', 'Die Bayern verspielen die Tabellenführung durch das 1:2 in Leverkusen und BILD-Experte Marcel Reif findet klare Worte.', '""Das Team ist mental nicht so angetreten, wie man das in so einem Spiel muss. Aber da muss sich Nagelsmann fragen lassen, er ist als Trainer für Mentalität und Einstellung zuständig.""', 'Nach dem 2:0 gegen Paris dachten alle, jetzt sind die Bayern in ihrem Flow...', 'Reif: ""Das war unter aller Kanone. Die Bayern haben in der 1. Halbzeit nur versucht, mit fußballerischem Können aus den Situationen zu kommen. Die Leverkusener konnten ihr Glück kaum fassen.""', 'In der Halbzeit wurden Müller, Cancelo und Mané ausgewechselt. Waren das die drei Schlechtesten?', 'Reif: ""Nein, ich habe niemanden gesehen, der richtig funktioniert hat. Pavard war ganz okay hinten, auch de Ligt. Sonst keiner. Mané ist nach seiner Verletzung ein Nicht-Spieler, findet nicht statt. An dem läuft alles, aber auch alles vorbei. Dann kommt Gnabry, der ist zurzeit ein Nicht-in-Form-Spieler.""', 'Mané gewann in Leverkusen nur acht Prozent seiner Zweikämpfe (einen von zwölf). Cancelo gibt Rätsel auf...', 'Reif: ""Das muss mir bald irgendjemand erklären, weil ich nicht mehr durchblicke. Als Abwehrspieler ist er Nagelsmann nicht defensiv genug, als Offensivspieler war er ihm in Leverkusen offensiv nicht wirkungsvoll genug. Warum um Himmels willen holen die diesen Spieler? Ich fand ihn gar nicht so schlecht, die Auswechslung hat mich gewundert.""']",Matthias Brügelmann
MEINUNG; Finger weg vom Häuschen!,143 words,17 March 2023,BILD,ZBILD,"['PETER TIEDE', 'Jahrzehntelang haben Hausbesitzer gemacht, was von ihnen verlangt wurde: Sie haben gedämmt, Heizungen ausgetauscht, Fenster und Türen erneuert, Regenwasser aufgefangen, Höfe entsiegelt, Kamine erneuert…', 'Alles im Dienste von Energie-Effizienz, Umweltschutz und Weltklima. Sie haben darauf vertraut, dass sie irgendwann mal auf der sicheren Seite sind.', 'Das Haus ist für Millionen Menschen in diesem Land die Altersvorsorge: Bis zur Rente mit den Raten durch sein. Und dann ist auch mal gut. Und nun? Nichts ist gut: Die Ampel in Berlin und die EU in Brüssel werden immer übergriffiger: Sanierungs-Zwang! Dämm-Pflicht! Wärmepumpen-Diktat!', 'Politiker, deren eigener Lebensabend gesichert ist, greifen ein in Volkes Eigentum, treiben Menschen, die sich ein Leben lang krumm gemacht haben, in den Alters-Ruin.', 'Das muss gestoppt werden. Es reicht.', 'Finger weg von unseren Häusern!', 'Foto: Britta Pedersen/dpa ']",Peter Tiede
MEINUNG; Kommt beim Wohnen zur Besinnung!,130 words,13 March 2023,BILD,ZBILD,"['PETER TIEDE', 'Die Reform der Grundsteuer ist ein Desaster: bürokratisch, kompliziert, für Millionen viel teurer! Die brutalen Aufschläge vielerorts schlicht nicht mehr verhältnismäßig.', 'Die in Steuerfragen sonst so ruhigen Bundesbürger begehren plötzlich auf. Das muss die Politik alarmieren: Die ganze Reform gehört zur Reparatur aufs Trockendock!', 'Doch die Grundsteuer ist nur Teil eines Großangriffs auf kleine und große Immobilien: Habecks Heizungs-Irrsinn, die nächste EU-Welle an Zwangssanierungen, überbordende Bau-, Umwelt-, Klima- und Genehmigungsvorschriften.', 'Als gelte es, Mieten noch höher und Otto und Erna Normalverdiener aus den eigenen vier Wänden zu vertreiben - oder Malte und Anne erst gar nicht reinzulassen.', 'Der Staat muss zur Besinnung kommen! Wir sind kein Volk von Pfeffersäcken in Nobelvillen. Das können wir uns schlicht: NICHT MEHR LEISTEN!']",Peter Tiede
MEINUNG; Wegducken gilt nicht!,148 words,11 March 2023,BILD,ZBILD,"['FLORIAN KAIN', 'Es ist ein ungeheuerlicher Vorgang, wenn ein Finanzminister den Beschluss des Haushalts absagt, weil die Regierung sich nicht einigen kann, wofür sie das Geld ausgeben will - und wie viel es überhaupt zu verteilen gibt.', 'Die spektakuläre Notbremse von Christian Lindner zwingt den Kanzler jetzt zum Handeln. Der Streit um die Finanzen gärt schon viel zu lange. Klar ist: Olaf Scholz kann nicht länger zuschauen, wie sich seine Minister gegenseitig angiften. Sonst ist nicht nur das verbliebene Ansehen der Ampel ernsthaft in Gefahr - sondern vor allem sein eigenes.', 'Die spektakuläre Notbremse von Christian Lindner zwingt den Kanzler jetzt zum Handeln. Der Streit um die Finanzen gärt schon viel zu lange. Klar ist: Olaf Scholz kann nicht länger zuschauen, wie sich seine Minister gegenseitig angiften. Sonst ist nicht nur das verbliebene Ansehen der Ampel ernsthaft in Gefahr - sondern vor allem sein eigenes.']",Florian Kain
MEINUNG; Eine EU zum Schämen!,171 words,10 March 2023,BILD,ZBILD,"['ALBERT LINK', 'Damit kein Missverständnis aufkommt: Nach dem Abi bin ich einst wie so viele wochenlang durch Frankreich getourt. Meine Kinder sind in Italien geboren, meine Frau ist Sardin. Europäer? Bin ich durch und durch. Und dennoch sage ich, dass Deutschland JETZT ein eindeutiges Signal nach Brüssel senden muss: Bis hierher und nicht weiter!', 'Es kann nicht sein, dass Millionen Menschen zur Sanierung ihrer Heizung und Dämmung ihrer Wohnungen gezwungen werden, ohne zu fragen, wo das Geld herkommt. Der Elfenbeinturm Brüssel muss zudem zur Kenntnis nehmen: Überhöhte Anforderungen vertreiben unsere Industrie - und vernichten unseren Wohlstand.', 'Vor allem aber ist es schäbig, dass ausgerechnet das EU-Parlament unter Präsidentin Metsola aus Malta (das kaum etwas zum EU-Budget beiträgt) NICHTS für den Klimaschutz tun will. Jeder Normalbürger spart derzeit Energie. Das EU-Parlament pfeift auf jeden guten Rat - und heizt das Geld der Steuerzahler zum Fenster raus. Ergebnis: Alle, denen das Klima UND Europa am Herzen liegen, können sich derzeit für Brüssel nur noch schämen.']",Albert Link
"MEINUNG; Schämt Euch, ihr Gier-Bosse!",127 words,8 March 2023,BILD,ZBILD,"['FELIX RUPPRECHT', 'Sie nutzen die Krise schamlos aus: Die Öl-Multis langen bei den Autofahrern schon wieder kräftig hin! Und auch die Kette Tank&Rast kassiert an ihren Autobahn-Zapfsäulen gnadenlos ab.', 'Das ist Geschäftemacherei auf Kosten von Millionen Bürgern, die jeden Euro derzeit zweimal umdrehen müssen.', 'Schämt Euch dafür, Ihr Gier-Bosse! Das Auto ist für viele Deutsche oft die einzige Möglichkeit, um pünktlich zur Arbeit zu kommen. Für andere ist es das Fahrzeug in die wohlverdienten Ferien. Oder einfach Freizeit-Mobil.', 'Was es für alle ist: ein Stück Freiheit, Selbstbestimmung. Kurzum: ein Stück Lebensgefühl.', 'Genau das machen die Gier-Bosse immer wieder aufs Neue kaputt. Es wird Zeit, dass das Bundeskartellamt endlich einschreitet und die Abzocke unterbindet.']",Felix Rupprecht
MEINUNG; Demokratieverachtung hart bestrafen!,111 words,6 March 2023,BILD,ZBILD,"['MARCEL SACHA', 'Das Grundgesetz ist unser höchstes Gut. Es bildet das Fundament unserer freiheitlichen Demokratie.', 'Die Klima-Chaoten der ""Letzten Generation"" haben es in Berlin auf widerwärtige Weise beschmutzt.', 'Die Grundgesetz-Schändung zeigt auch dem Letzten: Es sind Extremisten, die Demokratie verachten.', 'Sie haben nicht einmal mehr Respekt vor unserer Verfassung, ziehen sie buchstäblich durch den Dreck.', 'Gut, dass dieses Mal Politiker ALLER Parteien die Aktion der Klima-Radikalos verurteilt haben.', 'Aber: Der Schmuse-Kurs mit den Chaoten muss nun auch bei Justiz und Verfassungsschutz ein Ende haben.', 'Gegner unseres Grundgesetzes müssen - auch in Bezug auf ihre dunklen Geldquellen - durchleuchtet und viel konsequenter bestraft werden.']",MARCEL SACHA 
MEINUNG; Helft den Schutzbedürftigen!,136 words,4 March 2023,BILD,ZBILD,"['KARINA MÖSSBAUER', 'Ja, Deutschland trägt Verantwortung für Afghaninnen und Afghanen, die ihr Leben aufs Spiel gesetzt haben, um den Westen bei seiner 20 Jahre andauernden Mission zu unterstützen!', 'Gerade nach dem überstürzten Abzug unserer Truppe dürfen wir diese mutigen Menschen nicht dem Steinzeit-Regime der Taliban ausliefern, sondern müssen sie in Sicherheit bringen!', 'Aber: Sorgfalt bei der Auswahl und Prüfung darf dabei nicht vernachlässigt werden!', 'Im Gegenteil: Die Regierung muss sicherstellen, dass nur diese bedrohte Gruppe zu uns darf.', 'Islamisten und andere Gefährder dürfen NIEMALS eine Einreisegenehmigung nach Deutschland bekommen.', 'Das wäre nicht nur ein Verrat an denjenigen, die unsere Hilfe brauchen. Sondern auch ein Fehler, den die Deutschen nach all dem, was in den letzten Jahren passiert ist, der Bundesregierung nicht verzeihen würden.', 'Das wäre nicht humanitär, sondern wahnsinnig.']",KARINA MÖSSBAUER 
MEINUNG; Halbiert die Gehälter der ARD-Bosse!,139 words,3 March 2023,BILD,ZBILD,"['GUNNAR SCHUPELIUS', 'In den Chefetagen von ARD und ZDF lebt man wie Gott in Frankreich. Da werden Gehälter gezahlt, die sich der normale Mensch gar nicht vorstellen kann.', 'Trotzdem hält ARD-Chef Kai Gniffke seine 30 000 Euro pro Monat für gerechtfertigt. Denn er zerreiße sich ""das letzte Hemd"", sei immer ""beim Publikum"" und den ""5000 Mitarbeitenden"".', 'Das mag sein, aber auch viele andere zerreißen sich ""das letzte Hemd"", sind immer im Job, verdienen aber zehnmal weniger. Bereits 2019 forderte die Gebühren-Kommission KEF, die Gehälter der ARD-Intendanten müssten sinken.', 'Passiert ist seitdem nichts. Stattdessen kommen immer neue Gehaltsexzesse ans Licht, vor allem beim RBB in Berlin und Brandenburg.', 'Aufhören muss das, diese Gehälter der Bosse müssen halbiert werden, ein Viertel reicht auch. Und dann: Runter mit der Rundfunkgebühr!']",GUNNAR SCHUPELIUS
MEINUNG; Es gibt kein Grundrecht auf Gewalt!,163 words,1 March 2023,BILD,ZBILD,"['THOMAS LIEBENBERG', 'In Greifswald geht eine wütende Menge auf den Bürgermeister los.', 'In Grevesmühlen wollen Demonstranten den Kreistag stürmen.', 'Gewalt gegen Lokalpolitiker, die nicht wissen, wo sie die vielen Flüchtlinge unterbringen sollen.', 'Weil sie von der Bundesregierung alleingelassen werden und in ihrer Not Entscheidungen treffen, die den Frieden in ihren Gemeinden stören. Und weil sie die Ängste der Bürger ignorieren.', 'Für Rechtsextreme ist das ein Geschenk, für mich ist es ein Albtraum.', 'Auch mich lässt die Flüchtlingspolitik verzweifeln. Aber: Schnell kommen die alten, widerwärtigen Bilder hoch. Die Brandanschläge gegen Ausländerheime in Hoyerswerda und Lichtenhagen, der grölende Mob, die Morde von Solingen und Mölln ...', 'Proteste vor Rathäusern sind noch keine Anschläge auf Asylheime.', 'In unserem Land hat jeder das Grundrecht zu demonstrieren. Ein Recht auf Gewalt hat niemand! Weder gegen Politiker noch gegen Menschen, die bei uns Schutz vor Krieg oder einfach nur ein besseres Leben suchen.', 'So weit darf es nicht kommen. Nie wieder!']",THOMAS LIEBENBERG
MEINUNG; Habeck ist ein gefährlicher Traumtänzer!,135 words,28 February 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Beim wichtigen Thema Klimaschutz drängt sich zunehmend der Eindruck auf: Ausgerechnet der Klimaschutzminister tut alles, damit die Energiewende möglichst viele Menschen frustriert.', 'Jüngstes Beispiel: das völlig überstürzte Verbot von Öl und Gasheizungen. Mit dem Gesetz will Robert Habeck die Wärmeversorgung komplett umkrempeln.', 'Doch wieder einmal ist völlig unklar, ob das klappen wird!', 'Es fehlen massenhaft Leitungen (Fernwärme). Es fehlen Stromnetze (für Wärmepumpen). Ganz zu schweigen von Zehntausenden Handwerkern für die Montage.', 'Was Habeck nicht fehlt: die Chuzpe, seine Pläne einfach durchzuziehen. Damit entpuppt er sich als gefährlicher Traumtänzer ohne Netz und doppelten Boden!', 'Jetzt ist es an SPD und FDP, Habeck zu stoppen. Olaf Scholz und Christian Lindner dürfen nicht zulassen, dass ein warmes und bezahlbares Wohnzimmer in künftigen Wintern zur Glückssache wird.']",Jan W. Schäfer
